1935,유성구청소년수련관,467
1147,진잠네거리,471
1731,반석마을입구,471
2024,대화동행정복지센터,471
1074,샘머리아파트,473
679,문화2동,475
681,문화2동,475
1157,봉우중학교,475
1937,싸이언스빌3가,476
2179,행복한마을아파트,479
68,천석교,482
1163,관저지하차도,483
1757,세종아파트,483
482,온누리노인요양원,487
483,온누리노인요양원,487
2102,럭키스포츠프라자,489
180,대전역동광장,490
1684,대덕대학,491
1233,장태산자연휴양림,495
69,천동,498
840,대전과학기술대학교,501
2035,대전산업단지삼거리,501
471,현암시장,502
596,어덕마을종점,502
713,서남부터미널,503
204,대전보건대학,504
1695,북대전IC네거리,505
1041,무궁화아파트,507
1177,건양대병원네거리,508
291,대전동신과학고,509
1155,구봉마을8단지,509
1968,영무예다음아파트,514
293,대전동신과학고,516
850,초록마을1단지,516
951,e편한세상아파트,517
894,도마2동주민센터,524
1735,반석역,524
1379,제이파크아파트,531
1861,드리움공원,532
984,래미안아파트2단지,534
1857,온천2동주민센터,534
324,세천공원,536
716,산성동새마을회관,536
717,산성동새마을회관,536
226,삼성네거리,537
873,공굴안,538
1812,한마을아파트,538
2196,행복한마을아파트,538
1907,리빙포레아파트,539
1789,봉산동기점,541
2107,중리동주민센터,541
2118,수도시설관리사업소,541
1166,원앙4단지,543
1951,용산고등학교,543
1727,반석2통,545
2193,덕암우체국,546
1947,오토월드,547
1140,가수원역,548
613,오룡역4번출구,557
515,목양마을아파트후문,559
797,목양마을아파트후문,559
1316,한국전력공사,559
1156,구봉마을9단지,565
152,새울,566
648,서부종합시장,568
869,변동초등학교,569
1860,한샘근린공원,572
935,둔산초등학교,573
1082,충남고등학교,577
2252,석봉초등학교,580
973,예지중고등학교,584
2388,도안리슈빌,588
86,은어송마을6단지,590
1996,오정우체국,590
2065,송촌119안전센터,594
1791,테크노밸리2단지,596
1705,송림마을5.6단지,598
474,세천공원삼거리,599
553,대전중학교,599
1383,한승미메이드아파트,601
888,귀빈장네거리,603
1744,문지초등학교입구,603
1994,오정우체국,604
253,북부교,605
1725,군수사령부,608
891,변동근린공원,609
868,변동초등학교,610
497,은행선화동주민센터,615
874,경남아파트,621
885,제일고등학교,623
890,유천초등학교,625
1967,영무예다음아파트,628
244,아리랑프라자,629
796,홀트아동복지회관,629
832,홀트아동복지회관,629
2083,안산도서관,629
30,호수돈여고,632
1858,유림공원,632
70,천동,633
100,신흥동시외버스정류소,633
17,죽동네거리,637
2126,만남웨딩홀,637
699,충남대학교병원,641
792,충남대학병원동문,641
1902,봉명초등학교,648
525,중촌주공아파트,649
602,용두동주민센터,649
1884,노은도서관,649
1855,반석마을5단지,653
694,과례마을,654
1900,봉명중학교,654
695,과례마을,655
498,중앙초등학교,657
47,원동네거리,658
1883,노은도서관,658
245,현암시장,659
2031,원명학교,660
78,남대전변전소,664
604,호수돈여고,669
1375,진잠향교,669
251,삼성동행정복지센터,671
805,보문산진입로,671
804,보문산진입로,672
687,대전국제통상고,673
690,대전국제통상고,673
1811,송강초등학교,673
1817,송강마을아파트,673
1384,제이파크아파트,674
1144,옥녀봉체육공원,675
2088,근로복지공단대전병원,676
2129,비래동,677
2144,남경마을,682
20,대덕고등학교,685
2199,덕암동주민센터,687
1818,송강마을아파트,689
1281,강변아파트,693
952,e편한세상아파트,694
1295,한마음동산,694
544,대고오거리,696
603,서대전초등학교,697
177,신안동,702
878,대전지방조달청,703
1647,한화솔루션중앙연구소,704
99,신흥동시외버스정류소,705
89,은어송마을2단지,707
85,은어송초등학교,709
292,대전동신과학고,712
1362,도안동예미지아파트,713
1287,한밭수목원,714
199,평화아파트,716
630,태평오거리,722
1303,옥녀봉네거리,734
1814,한마을아파트후문,734
2069,선비마을2단지,734
1701,하기중학교,737
1158,봉우중학교,741
1895,예미지7단지,743
1901,예미지7단지,743
1952,에코힐7단지,743
2404,대전추모공원,748
182,중앙동주민센터,749
841,복수자이아파트,749
675,충남기계공고,750
2376,대전예술고등학교,750
674,충남기계공고,751
60,동부경찰서,753
1188,흑석네거리,755
1856,반석초등학교,756
852,복수동사정교,762
1298,복수동사정교,762
1896,예미지7단지,765
71,천동주공아파트,767
1307,둔원초등학교,769
222,대전문학관입구,773
1011,갈마초등학교,774
587,한화생명이글스파크,776
972,백운초등학교,776
1133,가수원시장,776
72,천동주공아파트,777
1782,테크노밸리11.12단지,779
2347,구암동,782
1810,한마을아파트,783
1953,트리풀시티포레1단지,783
886,도마중학교,785
144,용운동주민센터,786
838,대전과학기술대학교,787
